"DateMonth","Category","PdDistrict","Count"
"2014-08","DRIVING UNDER THE INFLUENCE","SOUTHERN",12
"2014-08","DRUG/NARCOTIC","SOUTHERN",84
"2014-08","DRUNKENNESS","SOUTHERN",12
"2014-08","EMBEZZLEMENT","SOUTHERN",5
"2014-08","FAMILY OFFENSES","SOUTHERN",1
"2014-08","FORGERY/COUNTERFEITING","SOUTHERN",8
"2014-08","FRAUD","SOUTHERN",57
"2014-08","KIDNAPPING","SOUTHERN",7
"2014-08","LARCENY/THEFT","SOUTHERN",1010
"2014-08","LIQUOR LAWS","SOUTHERN",6
"2014-08","MISSING PERSON","SOUTHERN",53
"2014-08","NON-CRIMINAL","SOUTHERN",358
"2014-08","OTHER OFFENSES","SOUTHERN",325
"2014-08","PROSTITUTION","SOUTHERN",4
"2014-08","ROBBERY","SOUTHERN",50
"2014-08","RUNAWAY","SOUTHERN",1
"2014-08","SECONDARY CODES","SOUTHERN",25
"2014-08","SEX OFFENSES, FORCIBLE","SOUTHERN",11
"2014-08","STOLEN PROPERTY","SOUTHERN",10
"2014-08","SUICIDE","SOUTHERN",2
"2014-08","SUSPICIOUS OCC","SOUTHERN",71
"2014-08","TRESPASS","SOUTHERN",13
"2014-08","VANDALISM","SOUTHERN",136
"2014-08","VEHICLE THEFT","SOUTHERN",52
"2014-08","WARRANTS","SOUTHERN",113
"2014-08","WEAPON LAWS","SOUTHERN",26
"2014-08","ARSON","TARAVAL",1
"2014-08","ASSAULT","TARAVAL",49
"2014-08","BAD CHECKS","TARAVAL",1
"2014-08","BRIBERY","TARAVAL",1
"2014-08","BURGLARY","TARAVAL",50
"2014-08","DISORDERLY CONDUCT","TARAVAL",1
"2014-08","DRIVING UNDER THE INFLUENCE","TARAVAL",2
"2014-08","DRUG/NARCOTIC","TARAVAL",14
"2014-08","DRUNKENNESS","TARAVAL",3
"2014-08","EMBEZZLEMENT","TARAVAL",1
"2014-08","FAMILY OFFENSES","TARAVAL",1
"2014-08","FORGERY/COUNTERFEITING","TARAVAL",4
"2014-08","FRAUD","TARAVAL",17
"2014-08","KIDNAPPING","TARAVAL",2
"2014-08","LARCENY/THEFT","TARAVAL",176
"2014-08","MISSING PERSON","TARAVAL",16
"2014-08","NON-CRIMINAL","TARAVAL",124
"2014-08","OTHER OFFENSES","TARAVAL",129
"2014-08","PROSTITUTION","TARAVAL",1
"2014-08","ROBBERY","TARAVAL",11
"2014-08","RUNAWAY","TARAVAL",1
"2014-08","SECONDARY CODES","TARAVAL",15
"2014-08","SEX OFFENSES, FORCIBLE","TARAVAL",5
"2014-08","STOLEN PROPERTY","TARAVAL",3
"2014-08","SUSPICIOUS OCC","TARAVAL",43
"2014-08","TRESPASS","TARAVAL",3
"2014-08","VANDALISM","TARAVAL",48
"2014-08","VEHICLE THEFT","TARAVAL",79
"2014-08","WARRANTS","TARAVAL",20
"2014-08","WEAPON LAWS","TARAVAL",11
"2014-08","ASSAULT","TENDERLOIN",127
"2014-08","BURGLARY","TENDERLOIN",18
"2014-08","DISORDERLY CONDUCT","TENDERLOIN",2
"2014-08","DRUG/NARCOTIC","TENDERLOIN",85
"2014-08","DRUNKENNESS","TENDERLOIN",6
"2014-08","FORGERY/COUNTERFEITING","TENDERLOIN",4
"2014-08","FRAUD","TENDERLOIN",18
"2014-08","KIDNAPPING","TENDERLOIN",3
"2014-08","LARCENY/THEFT","TENDERLOIN",172
"2014-08","LOITERING","TENDERLOIN",1
"2014-08","MISSING PERSON","TENDERLOIN",12
"2014-08","NON-CRIMINAL","TENDERLOIN",135
"2014-08","OTHER OFFENSES","TENDERLOIN",113
"2014-08","PROSTITUTION","TENDERLOIN",2
"2014-08","ROBBERY","TENDERLOIN",47
"2014-08","SECONDARY CODES","TENDERLOIN",17
"2014-08","SEX OFFENSES, FORCIBLE","TENDERLOIN",8
"2014-08","SEX OFFENSES, NON FORCIBLE","TENDERLOIN",1
"2014-08","STOLEN PROPERTY","TENDERLOIN",6
"2014-08","SUSPICIOUS OCC","TENDERLOIN",34
"2014-08","TRESPASS","TENDERLOIN",8
"2014-08","VANDALISM","TENDERLOIN",25
"2014-08","VEHICLE THEFT","TENDERLOIN",9
"2014-08","WARRANTS","TENDERLOIN",70
"2014-08","WEAPON LAWS","TENDERLOIN",6
"2014-09","ARSON","BAYVIEW",2
"2014-09","ASSAULT","BAYVIEW",132
"2014-09","BRIBERY","BAYVIEW",1
"2014-09","BURGLARY","BAYVIEW",40
"2014-09","DISORDERLY CONDUCT","BAYVIEW",2
"2014-09","DRIVING UNDER THE INFLUENCE","BAYVIEW",4
"2014-09","DRUG/NARCOTIC","BAYVIEW",45
"2014-09","DRUNKENNESS","BAYVIEW",4
"2014-09","EMBEZZLEMENT","BAYVIEW",2
"2014-09","FORGERY/COUNTERFEITING","BAYVIEW",4
"2014-09","FRAUD","BAYVIEW",6
"2014-09","KIDNAPPING","BAYVIEW",5
"2014-09","LARCENY/THEFT","BAYVIEW",129
"2014-09","MISSING PERSON","BAYVIEW",33
"2014-09","NON-CRIMINAL","BAYVIEW",94
"2014-09","OTHER OFFENSES","BAYVIEW",236
"2014-09","ROBBERY","BAYVIEW",27
"2014-09","RUNAWAY","BAYVIEW",4
"2014-09","SECONDARY CODES","BAYVIEW",21
"2014-09","SEX OFFENSES, FORCIBLE","BAYVIEW",4
"2014-09","SEX OFFENSES, NON FORCIBLE","BAYVIEW",2
"2014-09","STOLEN PROPERTY","BAYVIEW",10
"2014-09","SUSPICIOUS OCC","BAYVIEW",45
"2014-09","TRESPASS","BAYVIEW",7
"2014-09","VANDALISM","BAYVIEW",64
"2014-09","VEHICLE THEFT","BAYVIEW",61
"2014-09","WARRANTS","BAYVIEW",58
"2014-09","WEAPON LAWS","BAYVIEW",26
"2014-09","ARSON","CENTRAL",2
"2014-09","ASSAULT","CENTRAL",96
"2014-09","BAD CHECKS","CENTRAL",2
"2014-09","BURGLARY","CENTRAL",56
"2014-09","DISORDERLY CONDUCT","CENTRAL",2
"2014-09","DRIVING UNDER THE INFLUENCE","CENTRAL",2
"2014-09","DRUG/NARCOTIC","CENTRAL",32
"2014-09","DRUNKENNESS","CENTRAL",8
"2014-09","EMBEZZLEMENT","CENTRAL",5
"2014-09","EXTORTION","CENTRAL",1
"2014-09","FORGERY/COUNTERFEITING","CENTRAL",8
"2014-09","FRAUD","CENTRAL",43
"2014-09","KIDNAPPING","CENTRAL",4
"2014-09","LARCENY/THEFT","CENTRAL",476
"2014-09","LIQUOR LAWS","CENTRAL",1
"2014-09","LOITERING","CENTRAL",1
"2014-09","MISSING PERSON","CENTRAL",24
"2014-09","NON-CRIMINAL","CENTRAL",207
"2014-09","OTHER OFFENSES","CENTRAL",158
"2014-09","PROSTITUTION","CENTRAL",4
"2014-09","ROBBERY","CENTRAL",42
"2014-09","RUNAWAY","CENTRAL",1
"2014-09","SECONDARY CODES","CENTRAL",15
"2014-09","SEX OFFENSES, FORCIBLE","CENTRAL",5
"2014-09","STOLEN PROPERTY","CENTRAL",12
"2014-09","SUSPICIOUS OCC","CENTRAL",45
"2014-09","TRESPASS","CENTRAL",11
"2014-09","VANDALISM","CENTRAL",60
"2014-09","VEHICLE THEFT","CENTRAL",32
"2014-09","WARRANTS","CENTRAL",51
"2014-09","WEAPON LAWS","CENTRAL",7
"2014-09","ARSON","INGLESIDE",2
"2014-09","ASSAULT","INGLESIDE",149
"2014-09","BRIBERY","INGLESIDE",2
"2014-09","BURGLARY","INGLESIDE",43
"2014-09","DISORDERLY CONDUCT","INGLESIDE",2
"2014-09","DRIVING UNDER THE INFLUENCE","INGLESIDE",5
"2014-09","DRUG/NARCOTIC","INGLESIDE",26
"2014-09","DRUNKENNESS","INGLESIDE",2
"2014-09","EMBEZZLEMENT","INGLESIDE",1
"2014-09","FORGERY/COUNTERFEITING","INGLESIDE",2
"2014-09","FRAUD","INGLESIDE",8
"2014-09","KIDNAPPING","INGLESIDE",5
"2014-09","LARCENY/THEFT","INGLESIDE",193
"2014-09","LIQUOR LAWS","INGLESIDE",1
"2014-09","MISSING PERSON","INGLESIDE",47
"2014-09","NON-CRIMINAL","INGLESIDE",109
"2014-09","OTHER OFFENSES","INGLESIDE",197
"2014-09","ROBBERY","INGLESIDE",35
"2014-09","RUNAWAY","INGLESIDE",4
"2014-09","SECONDARY CODES","INGLESIDE",18
"2014-09","SEX OFFENSES, FORCIBLE","INGLESIDE",5
"2014-09","STOLEN PROPERTY","INGLESIDE",8
"2014-09","SUICIDE","INGLESIDE",1
"2014-09","SUSPICIOUS OCC","INGLESIDE",48
"2014-09","TRESPASS","INGLESIDE",6
"2014-09","VANDALISM","INGLESIDE",71
"2014-09","VEHICLE THEFT","INGLESIDE",113
"2014-09","WARRANTS","INGLESIDE",42
"2014-09","WEAPON LAWS","INGLESIDE",19
"2014-09","ARSON","MISSION",1
"2014-09","ASSAULT","MISSION",175
"2014-09","BAD CHECKS","MISSION",1
"2014-09","BURGLARY","MISSION",49
"2014-09","DISORDERLY CONDUCT","MISSION",5
"2014-09","DRIVING UNDER THE INFLUENCE","MISSION",9
"2014-09","DRUG/NARCOTIC","MISSION",71
"2014-09","DRUNKENNESS","MISSION",7
"2014-09","EMBEZZLEMENT","MISSION",1
"2014-09","FAMILY OFFENSES","MISSION",2
"2014-09","FORGERY/COUNTERFEITING","MISSION",15
"2014-09","FRAUD","MISSION",34
"2014-09","KIDNAPPING","MISSION",9
"2014-09","LARCENY/THEFT","MISSION",223
"2014-09","LIQUOR LAWS","MISSION",3
"2014-09","LOITERING","MISSION",1
"2014-09","MISSING PERSON","MISSION",54
"2014-09","NON-CRIMINAL","MISSION",200
"2014-09","OTHER OFFENSES","MISSION",230
"2014-09","PROSTITUTION","MISSION",11
"2014-09","ROBBERY","MISSION",44
"2014-09","RUNAWAY","MISSION",4
"2014-09","SECONDARY CODES","MISSION",21
"2014-09","SEX OFFENSES, FORCIBLE","MISSION",13
"2014-09","STOLEN PROPERTY","MISSION",12
"2014-09","SUSPICIOUS OCC","MISSION",65
"2014-09","TRESPASS","MISSION",22
"2014-09","VANDALISM","MISSION",57
"2014-09","VEHICLE THEFT","MISSION",74
"2014-09","WARRANTS","MISSION",108
"2014-09","WEAPON LAWS","MISSION",27
"2014-09","ARSON","NORTHERN",1
"2014-09","ASSAULT","NORTHERN",114
"2014-09","BURGLARY","NORTHERN",61
"2014-09","DISORDERLY CONDUCT","NORTHERN",3
"2014-09","DRIVING UNDER THE INFLUENCE","NORTHERN",5
"2014-09","DRUG/NARCOTIC","NORTHERN",58
"2014-09","DRUNKENNESS","NORTHERN",4
"2014-09","EXTORTION","NORTHERN",1
"2014-09","FORGERY/COUNTERFEITING","NORTHERN",9
"2014-09","FRAUD","NORTHERN",18
"2014-09","KIDNAPPING","NORTHERN",5
"2014-09","LARCENY/THEFT","NORTHERN",589
"2014-09","LOITERING","NORTHERN",1
"2014-09","MISSING PERSON","NORTHERN",35
"2014-09","NON-CRIMINAL","NORTHERN",175
"2014-09","OTHER OFFENSES","NORTHERN",180
"2014-09","ROBBERY","NORTHERN",32
"2014-09","RUNAWAY","NORTHERN",2
"2014-09","SECONDARY CODES","NORTHERN",21
"2014-09","SEX OFFENSES, FORCIBLE","NORTHERN",2
"2014-09","STOLEN PROPERTY","NORTHERN",9
"2014-09","SUICIDE","NORTHERN",1
"2014-09","SUSPICIOUS OCC","NORTHERN",48
"2014-09","TRESPASS","NORTHERN",9
"2014-09","VANDALISM","NORTHERN",63
"2014-09","VEHICLE THEFT","NORTHERN",52
"2014-09","WARRANTS","NORTHERN",42
"2014-09","WEAPON LAWS","NORTHERN",9
"2014-09","ARSON","PARK",1
"2014-09","ASSAULT","PARK",41
"2014-09","BURGLARY","PARK",35
"2014-09","DISORDERLY CONDUCT","PARK",4
"2014-09","DRIVING UNDER THE INFLUENCE","PARK",3
"2014-09","DRUG/NARCOTIC","PARK",34
"2014-09","DRUNKENNESS","PARK",5
"2014-09","FORGERY/COUNTERFEITING","PARK",4
"2014-09","FRAUD","PARK",10
"2014-09","KIDNAPPING","PARK",1
"2014-09","LARCENY/THEFT","PARK",212
"2014-09","MISSING PERSON","PARK",42
"2014-09","NON-CRIMINAL","PARK",133
"2014-09","OTHER OFFENSES","PARK",104
"2014-09","ROBBERY","PARK",6
"2014-09","RUNAWAY","PARK",7
"2014-09","SECONDARY CODES","PARK",5
"2014-09","SEX OFFENSES, FORCIBLE","PARK",2
"2014-09","STOLEN PROPERTY","PARK",5
"2014-09","SUSPICIOUS OCC","PARK",22
"2014-09","TRESPASS","PARK",7
"2014-09","VANDALISM","PARK",38
"2014-09","VEHICLE THEFT","PARK",40
"2014-09","WARRANTS","PARK",44
"2014-09","WEAPON LAWS","PARK",8
"2014-09","ARSON","RICHMOND",3
"2014-09","ASSAULT","RICHMOND",45
"2014-09","BURGLARY","RICHMOND",33
"2014-09","DISORDERLY CONDUCT","RICHMOND",2
"2014-09","DRIVING UNDER THE INFLUENCE","RICHMOND",2
"2014-09","DRUG/NARCOTIC","RICHMOND",9
"2014-09","DRUNKENNESS","RICHMOND",1
"2014-09","FORGERY/COUNTERFEITING","RICHMOND",3
"2014-09","FRAUD","RICHMOND",15
"2014-09","KIDNAPPING","RICHMOND",2
"2014-09","LARCENY/THEFT","RICHMOND",181
"2014-09","LIQUOR LAWS","RICHMOND",1
"2014-09","MISSING PERSON","RICHMOND",17
"2014-09","NON-CRIMINAL","RICHMOND",106
"2014-09","OTHER OFFENSES","RICHMOND",94
"2014-09","PORNOGRAPHY/OBSCENE MAT","RICHMOND",1
"2014-09","ROBBERY","RICHMOND",10
"2014-09","RUNAWAY","RICHMOND",1
"2014-09","SECONDARY CODES","RICHMOND",12
"2014-09","SEX OFFENSES, FORCIBLE","RICHMOND",7
"2014-09","SUICIDE","RICHMOND",2
"2014-09","SUSPICIOUS OCC","RICHMOND",29
"2014-09","TRESPASS","RICHMOND",4
"2014-09","VANDALISM","RICHMOND",46
"2014-09","VEHICLE THEFT","RICHMOND",32
"2014-09","WARRANTS","RICHMOND",19
"2014-09","WEAPON LAWS","RICHMOND",2
"2014-09","ARSON","SOUTHERN",1
"2014-09","ASSAULT","SOUTHERN",177
"2014-09","BAD CHECKS","SOUTHERN",1
"2014-09","BRIBERY","SOUTHERN",1
"2014-09","BURGLARY","SOUTHERN",61
"2014-09","DISORDERLY CONDUCT","SOUTHERN",5
"2014-09","DRIVING UNDER THE INFLUENCE","SOUTHERN",6
"2014-09","DRUG/NARCOTIC","SOUTHERN",83
"2014-09","DRUNKENNESS","SOUTHERN",12
"2014-09","EMBEZZLEMENT","SOUTHERN",4
"2014-09","FORGERY/COUNTERFEITING","SOUTHERN",16
"2014-09","FRAUD","SOUTHERN",56
"2014-09","KIDNAPPING","SOUTHERN",6
"2014-09","LARCENY/THEFT","SOUTHERN",910
"2014-09","LIQUOR LAWS","SOUTHERN",4
"2014-09","LOITERING","SOUTHERN",1
"2014-09","MISSING PERSON","SOUTHERN",69
"2014-09","NON-CRIMINAL","SOUTHERN",347
"2014-09","OTHER OFFENSES","SOUTHERN",264
"2014-09","ROBBERY","SOUTHERN",60
"2014-09","RUNAWAY","SOUTHERN",1
"2014-09","SECONDARY CODES","SOUTHERN",21
"2014-09","SEX OFFENSES, FORCIBLE","SOUTHERN",10
"2014-09","STOLEN PROPERTY","SOUTHERN",22
"2014-09","SUSPICIOUS OCC","SOUTHERN",82
"2014-09","TRESPASS","SOUTHERN",13
"2014-09","VANDALISM","SOUTHERN",108
"2014-09","VEHICLE THEFT","SOUTHERN",38
"2014-09","WARRANTS","SOUTHERN",119
"2014-09","WEAPON LAWS","SOUTHERN",20
"2014-09","ARSON","TARAVAL",1
"2014-09","ASSAULT","TARAVAL",73
"2014-09","BAD CHECKS","TARAVAL",1
"2014-09","BURGLARY","TARAVAL",57
"2014-09","DISORDERLY CONDUCT","TARAVAL",1
"2014-09","DRIVING UNDER THE INFLUENCE","TARAVAL",2
"2014-09","DRUG/NARCOTIC","TARAVAL",13
"2014-09","DRUNKENNESS","TARAVAL",2
"2014-09","EXTORTION","TARAVAL",2
"2014-09","FORGERY/COUNTERFEITING","TARAVAL",4
"2014-09","FRAUD","TARAVAL",18
"2014-09","KIDNAPPING","TARAVAL",6
"2014-09","LARCENY/THEFT","TARAVAL",193
"2014-09","MISSING PERSON","TARAVAL",31
"2014-09","NON-CRIMINAL","TARAVAL",111
"2014-09","OTHER OFFENSES","TARAVAL",135
"2014-09","PROSTITUTION","TARAVAL",2
"2014-09","ROBBERY","TARAVAL",18
"2014-09","RUNAWAY","TARAVAL",1
"2014-09","SECONDARY CODES","TARAVAL",22
"2014-09","SEX OFFENSES, FORCIBLE","TARAVAL",8
"2014-09","STOLEN PROPERTY","TARAVAL",2
"2014-09","SUICIDE","TARAVAL",3
"2014-09","SUSPICIOUS OCC","TARAVAL",32
"2014-09","TRESPASS","TARAVAL",6
"2014-09","VANDALISM","TARAVAL",60
"2014-09","VEHICLE THEFT","TARAVAL",43
"2014-09","WARRANTS","TARAVAL",15
"2014-09","WEAPON LAWS","TARAVAL",2
"2014-09","ASSAULT","TENDERLOIN",96
"2014-09","BURGLARY","TENDERLOIN",22
"2014-09","DISORDERLY CONDUCT","TENDERLOIN",2
"2014-09","DRUG/NARCOTIC","TENDERLOIN",99
"2014-09","DRUNKENNESS","TENDERLOIN",2
"2014-09","EMBEZZLEMENT","TENDERLOIN",1
"2014-09","FAMILY OFFENSES","TENDERLOIN",1
"2014-09","FORGERY/COUNTERFEITING","TENDERLOIN",7
"2014-09","FRAUD","TENDERLOIN",17
"2014-09","KIDNAPPING","TENDERLOIN",2
"2014-09","LARCENY/THEFT","TENDERLOIN",160
"2014-09","LIQUOR LAWS","TENDERLOIN",2
"2014-09","MISSING PERSON","TENDERLOIN",19
"2014-09","NON-CRIMINAL","TENDERLOIN",126
"2014-09","OTHER OFFENSES","TENDERLOIN",135
"2014-09","PROSTITUTION","TENDERLOIN",1
"2014-09","ROBBERY","TENDERLOIN",27
"2014-09","SECONDARY CODES","TENDERLOIN",11
"2014-09","SEX OFFENSES, FORCIBLE","TENDERLOIN",1
"2014-09","STOLEN PROPERTY","TENDERLOIN",4
"2014-09","SUSPICIOUS OCC","TENDERLOIN",43
"2014-09","TRESPASS","TENDERLOIN",12
"2014-09","VANDALISM","TENDERLOIN",39
"2014-09","VEHICLE THEFT","TENDERLOIN",11
"2014-09","WARRANTS","TENDERLOIN",76
"2014-09","WEAPON LAWS","TENDERLOIN",15
"2014-10","ARSON","BAYVIEW",7
"2014-10","ASSAULT","BAYVIEW",118
"2014-10","BAD CHECKS","BAYVIEW",1
"2014-10","BURGLARY","BAYVIEW",46
"2014-10","DISORDERLY CONDUCT","BAYVIEW",3
"2014-10","DRIVING UNDER THE INFLUENCE","BAYVIEW",1
"2014-10","DRUG/NARCOTIC","BAYVIEW",42
"2014-10","DRUNKENNESS","BAYVIEW",1
"2014-10","EMBEZZLEMENT","BAYVIEW",2
"2014-10","FORGERY/COUNTERFEITING","BAYVIEW",5
"2014-10","FRAUD","BAYVIEW",15
"2014-10","GAMBLING","BAYVIEW",1
"2014-10","KIDNAPPING","BAYVIEW",2
"2014-10","LARCENY/THEFT","BAYVIEW",163
"2014-10","MISSING PERSON","BAYVIEW",55
"2014-10","NON-CRIMINAL","BAYVIEW",91
"2014-10","OTHER OFFENSES","BAYVIEW",202
"2014-10","ROBBERY","BAYVIEW",18
"2014-10","RUNAWAY","BAYVIEW",3
"2014-10","SECONDARY CODES","BAYVIEW",23
"2014-10","SEX OFFENSES, FORCIBLE","BAYVIEW",2
"2014-10","STOLEN PROPERTY","BAYVIEW",5
"2014-10","SUSPICIOUS OCC","BAYVIEW",59
"2014-10","TRESPASS","BAYVIEW",5
"2014-10","VANDALISM","BAYVIEW",86
"2014-10","VEHICLE THEFT","BAYVIEW",102
"2014-10","WARRANTS","BAYVIEW",51
"2014-10","WEAPON LAWS","BAYVIEW",16
"2014-10","ARSON","CENTRAL",1
"2014-10","ASSAULT","CENTRAL",119
"2014-10","BURGLARY","CENTRAL",130
"2014-10","DISORDERLY CONDUCT","CENTRAL",5
"2014-10","DRUG/NARCOTIC","CENTRAL",33
"2014-10","DRUNKENNESS","CENTRAL",8
"2014-10","EMBEZZLEMENT","CENTRAL",1
"2014-10","FAMILY OFFENSES","CENTRAL",1
"2014-10","FORGERY/COUNTERFEITING","CENTRAL",13
"2014-10","FRAUD","CENTRAL",57
"2014-10","GAMBLING","CENTRAL",1
"2014-10","KIDNAPPING","CENTRAL",2
"2014-10","LARCENY/THEFT","CENTRAL",565
"2014-10","LIQUOR LAWS","CENTRAL",1
"2014-10","MISSING PERSON","CENTRAL",42
"2014-10","NON-CRIMINAL","CENTRAL",200
"2014-10","OTHER OFFENSES","CENTRAL",137
"2014-10","PROSTITUTION","CENTRAL",13
"2014-10","ROBBERY","CENTRAL",46
"2014-10","RUNAWAY","CENTRAL",1
"2014-10","SECONDARY CODES","CENTRAL",11
"2014-10","SEX OFFENSES, FORCIBLE","CENTRAL",12
"2014-10","STOLEN PROPERTY","CENTRAL",29
"2014-10","SUICIDE","CENTRAL",1
"2014-10","SUSPICIOUS OCC","CENTRAL",57
"2014-10","TRESPASS","CENTRAL",12
"2014-10","VANDALISM","CENTRAL",84
"2014-10","VEHICLE THEFT","CENTRAL",49
"2014-10","WARRANTS","CENTRAL",43
"2014-10","WEAPON LAWS","CENTRAL",15
"2014-10","ARSON","INGLESIDE",4
"2014-10","ASSAULT","INGLESIDE",117
"2014-10","BURGLARY","INGLESIDE",48
"2014-10","DRIVING UNDER THE INFLUENCE","INGLESIDE",3
"2014-10","DRUG/NARCOTIC","INGLESIDE",21
"2014-10","DRUNKENNESS","INGLESIDE",6
"2014-10","FAMILY OFFENSES","INGLESIDE",2
"2014-10","FORGERY/COUNTERFEITING","INGLESIDE",3
"2014-10","FRAUD","INGLESIDE",19
"2014-10","KIDNAPPING","INGLESIDE",3
"2014-10","LARCENY/THEFT","INGLESIDE",211
"2014-10","LOITERING","INGLESIDE",1
"2014-10","MISSING PERSON","INGLESIDE",45
"2014-10","NON-CRIMINAL","INGLESIDE",111
"2014-10","OTHER OFFENSES","INGLESIDE",205
"2014-10","ROBBERY","INGLESIDE",39
"2014-10","RUNAWAY","INGLESIDE",1
"2014-10","SECONDARY CODES","INGLESIDE",18
"2014-10","SEX OFFENSES, FORCIBLE","INGLESIDE",6
"2014-10","STOLEN PROPERTY","INGLESIDE",8
"2014-10","SUICIDE","INGLESIDE",1
"2014-10","SUSPICIOUS OCC","INGLESIDE",31
"2014-10","TRESPASS","INGLESIDE",5
"2014-10","VANDALISM","INGLESIDE",79
"2014-10","VEHICLE THEFT","INGLESIDE",178
"2014-10","WARRANTS","INGLESIDE",39
"2014-10","WEAPON LAWS","INGLESIDE",13
"2014-10","ARSON","MISSION",3
"2014-10","ASSAULT","MISSION",189
"2014-10","BAD CHECKS","MISSION",1
"2014-10","BRIBERY","MISSION",1
"2014-10","BURGLARY","MISSION",62
"2014-10","DISORDERLY CONDUCT","MISSION",9
"2014-10","DRIVING UNDER THE INFLUENCE","MISSION",6
"2014-10","DRUG/NARCOTIC","MISSION",66
"2014-10","DRUNKENNESS","MISSION",17
"2014-10","EMBEZZLEMENT","MISSION",1
"2014-10","FAMILY OFFENSES","MISSION",2
"2014-10","FORGERY/COUNTERFEITING","MISSION",8
"2014-10","FRAUD","MISSION",36
"2014-10","KIDNAPPING","MISSION",6
"2014-10","LARCENY/THEFT","MISSION",252
"2014-10","LIQUOR LAWS","MISSION",4
"2014-10","LOITERING","MISSION",6
"2014-10","MISSING PERSON","MISSION",60
"2014-10","NON-CRIMINAL","MISSION",227
"2014-10","OTHER OFFENSES","MISSION",257
"2014-10","PROSTITUTION","MISSION",8
"2014-10","ROBBERY","MISSION",51
"2014-10","RUNAWAY","MISSION",4
"2014-10","SECONDARY CODES","MISSION",22
"2014-10","SEX OFFENSES, FORCIBLE","MISSION",19
"2014-10","STOLEN PROPERTY","MISSION",22
"2014-10","SUICIDE","MISSION",2
"2014-10","SUSPICIOUS OCC","MISSION",75
"2014-10","TRESPASS","MISSION",19
"2014-10","VANDALISM","MISSION",63
"2014-10","VEHICLE THEFT","MISSION",94
"2014-10","WARRANTS","MISSION",90
"2014-10","WEAPON LAWS","MISSION",22
"2014-10","ASSAULT","NORTHERN",135
"2014-10","BAD CHECKS","NORTHERN",1
"2014-10","BRIBERY","NORTHERN",1
"2014-10","BURGLARY","NORTHERN",66
"2014-10","DISORDERLY CONDUCT","NORTHERN",7
"2014-10","DRIVING UNDER THE INFLUENCE","NORTHERN",1
"2014-10","DRUG/NARCOTIC","NORTHERN",38
"2014-10","DRUNKENNESS","NORTHERN",5
"2014-10","EXTORTION","NORTHERN",2
"2014-10","FORGERY/COUNTERFEITING","NORTHERN",10
"2014-10","FRAUD","NORTHERN",32
"2014-10","KIDNAPPING","NORTHERN",8
"2014-10","LARCENY/THEFT","NORTHERN",698
"2014-10","LIQUOR LAWS","NORTHERN",2
"2014-10","MISSING PERSON","NORTHERN",35
"2014-10","NON-CRIMINAL","NORTHERN",172
"2014-10","OTHER OFFENSES","NORTHERN",163
"2014-10","PROSTITUTION","NORTHERN",1
"2014-10","ROBBERY","NORTHERN",34
"2014-10","RUNAWAY","NORTHERN",2
"2014-10","SECONDARY CODES","NORTHERN",16
"2014-10","SEX OFFENSES, FORCIBLE","NORTHERN",6
"2014-10","STOLEN PROPERTY","NORTHERN",10
"2014-10","SUICIDE","NORTHERN",1
"2014-10","SUSPICIOUS OCC","NORTHERN",41
"2014-10","TRESPASS","NORTHERN",8
"2014-10","VANDALISM","NORTHERN",75
"2014-10","VEHICLE THEFT","NORTHERN",84
"2014-10","WARRANTS","NORTHERN",52
"2014-10","WEAPON LAWS","NORTHERN",7
"2014-10","ARSON","PARK",1
"2014-10","ASSAULT","PARK",48
"2014-10","BURGLARY","PARK",21
"2014-10","DISORDERLY CONDUCT","PARK",3
"2014-10","DRIVING UNDER THE INFLUENCE","PARK",3
"2014-10","DRUG/NARCOTIC","PARK",12
"2014-10","DRUNKENNESS","PARK",2
"2014-10","EMBEZZLEMENT","PARK",1
"2014-10","FAMILY OFFENSES","PARK",1
"2014-10","FORGERY/COUNTERFEITING","PARK",2
"2014-10","FRAUD","PARK",16
"2014-10","KIDNAPPING","PARK",2
"2014-10","LARCENY/THEFT","PARK",209
"2014-10","LIQUOR LAWS","PARK",2
"2014-10","MISSING PERSON","PARK",46
"2014-10","NON-CRIMINAL","PARK",107
"2014-10","OTHER OFFENSES","PARK",108
"2014-10","ROBBERY","PARK",20
"2014-10","RUNAWAY","PARK",5
"2014-10","SECONDARY CODES","PARK",5
"2014-10","SEX OFFENSES, FORCIBLE","PARK",5
"2014-10","STOLEN PROPERTY","PARK",6
"2014-10","SUSPICIOUS OCC","PARK",29
"2014-10","TRESPASS","PARK",4
"2014-10","VANDALISM","PARK",28
"2014-10","VEHICLE THEFT","PARK",47
"2014-10","WARRANTS","PARK",38
"2014-10","WEAPON LAWS","PARK",2
"2014-10","ARSON","RICHMOND",1
"2014-10","ASSAULT","RICHMOND",50
"2014-10","BURGLARY","RICHMOND",19
"2014-10","DRIVING UNDER THE INFLUENCE","RICHMOND",8
"2014-10","DRUG/NARCOTIC","RICHMOND",13
"2014-10","DRUNKENNESS","RICHMOND",4
"2014-10","EMBEZZLEMENT","RICHMOND",1
"2014-10","EXTORTION","RICHMOND",2
"2014-10","FORGERY/COUNTERFEITING","RICHMOND",1
"2014-10","FRAUD","RICHMOND",14
"2014-10","KIDNAPPING","RICHMOND",2
"2014-10","LARCENY/THEFT","RICHMOND",197
"2014-10","MISSING PERSON","RICHMOND",17
"2014-10","NON-CRIMINAL","RICHMOND",107
